budget;popularity;Years_old;revenue;runtime;title;vote_average;vote_count
18000000;31.887978;11;25739015;114;RockNRolla;6.9;836
16000000;32.257414;10;31556061;100;Jennifer's Body;5.3;837
6000000;34.917447;20;30471;108;The Boondock Saints;7.2;837
65000000;28.540267;21;250821495;119;You've Got Mail;6.3;838
85000000;36.38795;22;315156409;124;Air Force One;6.2;840
24000000;35.244037;22;172363301;120;Scream 2;6.1;840
70000000;35.601665;12;195735876;115;Beowulf;5.5;841
7500000;25.281197;11;19000000;107;The Wave;7.5;841
56000000;35.4763;14;113006880;95;The Pacifier;5.8;842
145000000;38.73494;5;272912430;92;Mr. Peabody & Sherman;6.7;843
5000000;19.940245;9;5476793;89;Tucker and Dale vs Evil;7.3;847
51500000;35.481169;12;55112356;100;Eastern Promises;7.2;848
30000000;37.179547;28;191502426;99;The Addams Family;6.7;848
17000000;24.054062;8;43165571;86;Beastly;6;849
50000000;23.854701;16;177371441;116;How to Lose a Guy in 10 Days;6.3;850
38000000;16.801218;8;114156230;120;Water for Elephants;6.7;850
15000000;41.286336;57;69995385;216;Lawrence of Arabia;7.8;851
40000000;28.029015;16;160583018;88;Johnny English;6;852
25000000;28.468;5;153997819;99;Ride Along;6.1;853
50000000;38.616744;4;242786137;96;Daddy's Home;5.8;854
2800000;36.444894;45;86273333;106;Young Frankenstein;7.7;854
75000000;34.070054;21;140464664;120;Deep Impact;5.9;855
30000000;33.385429;10;114663461;89;Bride Wars;5.9;856
95000000;37.054554;19;76432727;89;The Road to El Dorado;7;858
40000000;33.747825;9;136000000;110;The Bounty Hunter;5.5;858
5000000;35.108498;17;38275483;92;National Lampoon’s Van Wilder;5.9;858
20000000;35.542809;10;34560577;96;Crank: High Voltage;5.9;861
135000000;39.604363;20;361832400;128;The World Is Not Enough;6;862
4800000;35.754865;6;10337387;90;Only God Forgives;5.6;862
3200000;26.180367;51;33395426;136;Rosemary's Baby;7.5;863
44000000;38.653969;34;300400432;96;Rambo: First Blood Part II;6.3;864
30000000;38.171417;15;611899420;127;The Passion of the Christ;6.9;864
11000000;32.579697;29;48572000;96;Tremors;6.6;864
10000000;35.695442;15;183474602;92;The Grudge;5.8;865
47000000;38.555482;8;157887643;92;Final Destination 5;5.9;866
35000000;21.543389;18;147934180;88;Spy Kids;5.5;867
30000000;37.181019;10;64352607;123;The Imaginarium of Doctor Parnassus;6.3;869
149000000;22.550135;13;64459316;85;Flushed Away;6;874
75000000;36.368839;13;140175006;91;Monster House;6.3;874
34200000;34.86859;20;234801895;93;Big Daddy;6.1;875
22000000;35.737655;6;43058898;100;Homefront;6.4;875
6500000;40.688426;8;17693675;100;Shame;7;875
40000000;40.379966;27;243240178;138;A Few Good Men;7.1;877
2000000;39.756748;65;271841;207;Seven Samurai;8.2;878
26000000;24.345651;16;110230332;97;Freaky Friday;6;879
75000000;37.917002;8;226904017;110;Immortals;5.7;880
68000000;39.395881;7;68267862;98;The Watch;5.3;881
7000000;25.511217;24;25405445;104;Desperado;6.8;881
18000000;25.43954;18;141774679;96;Legally Blonde;6.1;882
12000000;27.322212;6;12077441;99;Stoker;6.5;882
55000000;39.882276;5;259207227;95;Paddington;7;883
28000000;41.638961;5;52597999;113;3 Days to Kill;6;883
200000;38.771062;55;14500000;99;A Fistful of Dollars;7.6;883
7400000;36.173598;8;21817298;136;Melancholia;7;885
15000000;32.690038;14;15785148;103;Kiss Kiss Bang Bang;7.2;886
7000000;38.150787;3;1333124;117;The Neon Demon;6.4;887
4800000;38.83192;14;80578934;94;Hostel;5.7;887
3500000;26.881611;9;16566240;112;Blue Valentine;6.9;890
8000000;28.456572;35;90815558;126;The Karate Kid;6.9;891
75000000;31.054334;14;142400065;129;The Legend of Zorro;5.9;893
36000000;33.926473;9;64572262;101;Hot Tub Time Machine;6;894
350000;35.037625;38;29400000;85;The Evil Dead;7.3;894
70000000;37.507136;11;113280098;128;Body of Lies;6.5;895
35000000;38.429648;7;88058786;134;This Is 40;5.6;896
80000000;23.531721;11;212874442;99;Bedtime Stories;5.9;901
40000000;26.072228;8;85412898;119;The Lincoln Lawyer;7;902
40000000;35.21926;8;97138686;111;Scream 4;6.1;902
22700000;39.890798;32;38119483;96;Spaceballs;6.7;902
10000000;29.244768;12;139352633;93;Saw IV;5.9;903
30000000;34.421696;9;51148651;133;The Next Three Days;6.9;905
65000000;36.670399;18;117487473;132;A Knight's Tale;6.6;907
48000000;28.803729;28;390493908;143;Robin Hood: Prince of Thieves;6.6;909
50000000;38.629763;8;120081841;124;We Bought a Zoo;6.5;909
12500000;20.317469;8;75993061;101;The Ides of March;6.5;910
48000000;36.585509;16;220673217;84;Scary Movie 3;5.8;912
50000000;27.039636;23;273552592;139;Jerry Maguire;6.7;913
120000000;33.616115;16;259175788;106;Charlie's Angels: Full Throttle;5.2;914
78000000;41.247402;6;248384621;95;Cloudy with a Chance of Meatballs 2;6.4;915
50000000;37.885022;22;314178011;139;As Good as It Gets;7.2;915
20000000;32.243357;16;60427839;124;21 Grams;7.2;918
11000000;33.282794;26;30000000;118;What's Eating Gilbert Grape;7.5;919
15000000;19.786392;41;50000000;183;The Deer Hunter;7.8;921
42000000;45.151657;8;89162162;100;Red Riding Hood;5.6;922
50000000;38.125008;6;173649015;119;Anchorman 2: The Legend Continues;6;923
35000000;38.100488;11;170000000;99;What Happens in Vegas;5.8;923
75000000;36.605246;8;132274484;110;The Three Musketeers;5.6;924
110000000;42.887121;22;333011068;119;Tomorrow Never Dies;6;925
42000000;34.041407;7;46221189;102;Man on a Ledge;6.2;925
41677699;39.58676;11;187479518;100;Ponyo;7.5;926
155000000;39.019229;15;167298192;175;Alexander;5.6;927
51000000;39.001682;19;149270999;116;Me, Myself & Irene;6.1;927
17000000;45.742254;19;213525736;120;Crouching Tiger, Hidden Dragon;7.2;927
3800000;21.826888;7;16800000;115;The Hunt;7.9;927
75000000;36.743324;8;152930623;104;Tower Heist;5.8;932
102000000;36.788745;18;147080413;99;Swordfish;6.1;932
39000000;27.908783;7;35287788;87;Frankenweenie;6.6;932
12000000;32.940597;4;32248241;106;Project Almanac;6.4;933
20000000;40.903931;8;177243185;115;The Descendants;6.7;934
1500000;31.691617;12;30448000;78;[REC];7.1;934
50000000;42.526529;3;69411370;144;13 Hours: The Secret Soldiers of Benghazi;7;938
18000000;35.524457;39;23000000;129;Raging Bull;7.7;938
950000;48.901542;57;59600000;110;Dr. No;6.9;940
8200000;37.960289;54;286214286;174;The Sound of Music;7.4;941
150000000;47.973995;14;314432665;81;Chicken Little;5.6;944
40000000;36.301202;4;111811453;100;Get Hard;5.9;944
25000000;26.811541;7;99357138;101;The Lucky One;6.8;946
140000000;38.924136;17;109578115;95;Treasure Planet;7.2;948
92000000;32.079995;23;494471524;113;Twister;6.1;950
60000000;20.501582;11;163403799;91;The Happening;4.9;950
20000000;30.477114;4;36606743;100;Burnt;6.3;950
16000000;18.430419;30;92823546;96;When Harry Met Sally...;7.3;950
25000000;28.727731;19;152500343;121;Chocolat;6.8;951
15000000;42.952942;5;52501541;115;Wild;7;951
15000000;44.690107;25;94000000;102;The Crow;7.3;953
150000000;48.03528;4;128388320;111;Pan;5.9;954
100000000;40.597856;10;150166126;106;The Taking of Pelham 1 2 3;6.2;954
20000000;38.802415;6;24261569;101;Trance;6.5;956
95000000;63.628459;5;114178613;102;Seventh Son;5.2;957
30000000;46.212155;29;199200000;134;The Hunt for Red October;7.2;957
2000000;37.117362;38;24600832;95;Mad Max 2: The Road Warrior;7.3;957
2000000;34.938177;13;70000000;137;The Lives of Others;7.9;958
133000000;30.475297;20;300135367;84;Stuart Little;5.8;959
40000000;26.253357;10;177259441;129;He's Just Not That Into You;6.2;959
2500000;23.672571;24;5535405;105;Before Sunrise;7.7;959
45000000;32.624355;19;212000000;111;Miss Congeniality;6.1;961
35000000;19.893646;8;82087155;106;Abduction;5.6;961
15000000;29.843818;35;316360478;105;Beverly Hills Cop;6.8;961
135000000;39.873791;3;245623848;112;Teenage Mutant Ninja Turtles: Out of the Shadows;5.8;963
100000000;24.939295;20;93700000;131;Bicentennial Man;6.9;963
30000000;45.083509;10;90810892;99;Drag Me to Hell;6.2;966
24000000;42.669304;12;99965753;89;Hitman;5.9;966
100000000;30.863434;13;249288105;104;Eragon;4.9;967
4000000;48.98255;80;400176459;238;Gone with the Wind;7.7;970
40000000;32.908414;15;92913171;96;Secret Window;6.4;972
38000000;22.332927;10;205298907;96;The Ugly Truth;6.4;972
25000000;32.854557;4;42972994;131;Legend;6.7;973
25000000;31.64341;13;117719158;93;Final Destination 3;5.8;974
30000000;29.489274;12;156835339;126;P.S. I Love You;6.9;977
103000000;42.40024;5;500188435;102;Rio 2;6.3;978
30000000;30.695228;11;160259319;111;27 Dresses;6.1;978
15000000;16.629173;8;59389433;107;One Day;7;978
63000000;40.137264;17;296655431;94;Austin Powers in Goldmember;5.9;979
20000000;41.156217;15;167722310;92;DodgeBall: A True Underdog Story;6.2;981
45000000;35.376971;18;141220678;83;Scary Movie 2;5.4;982
10000000;45.946524;4;104303851;97;Insidious: Chapter 3;6.2;983
5000000;56.30466;5;103590271;89;Ouija;4.9;983
60000000;40.721373;6;60052138;124;Beautiful Creatures;5.6;984
32000000;43.862456;8;54674226;139;The Tree of Life;6.5;987
32000000;16.901954;16;173398518;97;Elf;6.4;987
2500000;47.812466;55;124881062;110;Goldfinger;7.2;987
26000000;44.301745;26;206678440;125;Philadelphia;7.6;988
175000000;44.640292;24;264218220;135;Waterworld;5.9;992
66000000;29.505574;8;177584879;146;War Horse;7;992
70000000;31.39165;19;374111707;127;What Women Want;6.1;992
18000000;20.716023;31;151668774;104;Big;6.9;993
58000000;45.351617;4;158162788;103;Goosebumps;6.2;995
68000000;41.273567;18;96976270;131;Enemy at the Gates;7.2;999
140000000;44.19092;3;183345589;120;The BFG;6;1000
6000000;40.196514;11;44703995;109;The Wrestler;7.3;1000
27000000;47.862016;35;20158808;102;The NeverEnding Story;7;1002
8000000;37.821106;5;26049082;94;That Awkward Moment;6.1;1004
40000000;44.120328;5;123494610;117;Blended;6.6;1006
20000000;31.690456;12;117760134;105;Disturbia;6.6;1006
45000000;35.6585;8;160078586;101;Johnny English Reborn;6;1007
4000000;35.892034;42;38251425;93;Annie Hall;7.8;1010
33000000;18.316151;20;310940086;95;Austin Powers: The Spy Who Shagged Me;6.2;1011
52000000;25.41929;9;216485654;125;Valentine's Day;5.7;1013
16500000;36.15716;22;67683989;94;Austin Powers: International Man of Mystery;6.5;1013
28000000;44.529429;15;102356381;101;Dawn of the Dead;6.8;1016
80000000;46.887983;11;178066569;118;Eagle Eye;6.3;1018
30000000;23.197408;12;77566815;101;The Number 23;6.3;1018
11000000;33.283554;17;41227069;101;A Walk to Remember;7.5;1018
50000000;19.830132;24;287928194;100;Casper;6;1019
170000000;40.748915;20;222104681;106;Wild Wild West;5.1;1020
15000000;32.758254;11;96408652;96;Vicky Cristina Barcelona;6.7;1020
73000000;45.720894;3;349779543;97;The Angry Birds Movie;5.9;1022
55000000;48.507081;41;300218018;143;Superman;6.9;1022
4000000;24.161735;4;52425855;91;The Boy Next Door;4.1;1022
37000000;40.176265;18;165335153;115;The Princess Diaries;6.5;1023
26000000;37.355826;16;90426405;90;Final Destination 2;5.9;1023
79000000;40.723459;7;355692760;94;Journey 2: The Mysterious Island;5.8;1030
300000;30.301307;41;70000000;91;Halloween;7.4;1035
18339750;32.445895;15;92180910;156;Downfall;7.7;1037
7000000;35.897151;7;167221571;110;Magic Mike;6.1;1040
80000000;41.890722;11;233093859;104;The Day the Earth Stood Still;5.2;1043
40000000;44.094856;8;51070807;93;The Mechanic;6.3;1045
22000000;45.707835;29;424208848;181;Dances with Wolves;7.6;1046
1000000;41.972329;4;62882090;82;Unfriended;5.5;1047
90000000;40.597344;11;201596308;113;You Don't Mess with the Zohan;5.5;1048
2500000;25.722747;6;6854611;95;The Spectacular Now;6.8;1048
30000000;33.369305;12;129266061;123;Atonement;7.4;1049
15000000;29.943316;8;133432856;100;The Artist;7.3;1049
5000000;27.247013;4;58978653;108;The Gift;6.7;1049
10000000;18.366362;20;12827813;89;Office Space;7.4;1050
5000000;35.871248;6;44030246;104;Oculus;6.3;1050
80000000;23.496054;11;230685453;110;Get Smart;6;1051
90000000;35.814765;18;347325802;90;Rush Hour 2;6.4;1054
60000000;52.417529;4;30418560;106;Mortdecai;5.4;1055
25000000;25.785925;13;135330182;143;Babel;6.9;1055
1100000;40.285095;8;4105187;101;The Raid;7.3;1055
60000;41.690578;20;248000000;81;The Blair Witch Project;6.3;1055
40000000;45.022964;27;215862692;128;Dracula;7.1;1056
100000000;32.389353;9;310650585;98;Little Fockers;5.4;1060
12000000;45.477802;13;114194847;104;Step Up;6.7;1060
32000000;47.5612;14;85167639;87;Transporter 2;6.2;1061
30000000;45.915165;16;90259536;90;Identity;7.1;1061
65000000;22.977983;11;128107642;98;Step Brothers;6.5;1062
13000000;38.018085;17;97837138;81;Phone Booth;6.7;1062
34000000;41.946523;4;63013281;128;The Longest Ride;7.3;1064
65000000;29.257137;10;93525586;136;The Lovely Bones;6.6;1065
27000000;44.714264;39;115229890;133;The Blues Brothers;7.5;1065
50000000;32.927994;13;97607453;125;Silent Hill;6.3;1067
27000000;38.279458;3;93282604;98;Money Monster;6.5;1068
10000000;17.663353;6;21587700;130;Mud;7;1068
250000;44.656151;22;501818;90;Cube;6.9;1069
60000000;27.491891;15;256697520;108;The Village;6.2;1071
10000000;33.124871;13;163876815;108;Saw III;6.1;1071
135000000;44.765377;6;282570682;96;Turbo;6.1;1074
80000000;36.32705;13;343397247;83;Over the Hedge;6.3;1074
3500000;46.116885;39;83453539;88;Airplane!;7.1;1074
18000000;31.82675;35;51973029;160;Amadeus;7.8;1076
3180000;42.868495;73;9644124;130;It's a Wonderful Life;8;1076
80000000;49.078546;17;181001478;117;Road to Perdition;7.3;1077
68000000;27.299301;18;203388341;136;Vanilla Sky;6.5;1078
32000000;41.075532;10;27635305;111;The Road;6.8;1087
26000000;66.097437;4;30523226;116;Self/less;6.3;1091
140000000;54.159392;17;431971116;133;Die Another Day;5.8;1092
200000000;39.744242;10;325233863;96;A Christmas Carol;6.6;1095
20000000;52.456505;42;303788635;135;Close Encounters of the Third Kind;7.2;1098
18000000;34.694216;6;99206215;98;Blue Jasmine;7;1098
110000000;23.657284;19;215294342;165;The Patriot;6.8;1099
30000000;34.391792;24;212385533;90;Ace Ventura: When Nature Calls;6.1;1099
25000000;32.105328;6;115922175;132;The Butler;7.2;1101
13000000;27.546914;20;22863596;112;Being John Malkovich;7.3;1101
13300000;29.782161;5;5380251;108;Under the Skin;6;1102
10000000;38.179483;3;64188367;97;The Boy;5.8;1102
5000000;35.307577;5;43884652;99;Still Alice;7.5;1104
15000000;30.669913;14;85306374;124;Match Point;7.3;1105
45000000;31.305336;12;175372502;97;The Bucket List;7;1111
26000000;39.742009;19;71868327;106;O Brother, Where Art Thou?;7.3;1112
60000000;40.646102;12;137587063;96;Bridge to Terabithia;7;1113
14000000;37.380435;27;159157447;131;Unforgiven;7.7;1113
85000000;48.126297;7;183018522;106;Mirror Mirror;5.5;1114
78000000;10.083905;17;209196298;124;Red Dragon;6.7;1115
115000000;38.729418;25;378882411;141;True Lies;6.8;1116
100000000;36.711378;6;268426634;102;Epic;6.4;1121
35000000;37.335721;4;61181942;123;The Walk;6.9;1121
55000000;38.06168;9;152263880;97;Date Night;5.9;1122
60000000;23.85119;10;122233971;134;Invictus;7;1125
40000000;67.767785;5;169837010;110;Dumb and Dumber To;5.4;1127
5000000;49.333137;51;5321508;175;Once Upon a Time in the West;8.1;1128
100000000;46.727941;23;100138851;91;The Hunchback of Notre Dame;6.8;1129
55000000;36.194802;16;231449203;103;American Wedding;6;1129
4900000;48.170508;3;44107032;81;Lights Out;6.3;1129
55000000;27.50916;11;113020255;141;Changeling;7.3;1131
28000000;61.309619;5;53181600;113;A Walk Among the Tombstones;6.2;1131
57000000;48.622278;8;149217355;95;Ghost Rider: Spirit of Vengeance;4.7;1135
35000000;30.556135;6;42930462;112;Snitch;5.8;1138
90000000;36.069611;21;142940100;178;Meet Joe Black;6.9;1147
35000000;40.370442;22;41954997;127;Donnie Brasco;7.4;1147
50000000;74.64653;4;71561644;114;Run All Night;6.3;1148
46000000;41.322708;17;113714830;118;Insomnia;6.8;1148
27000000;41.832392;11;101624843;111;Pineapple Express;6.6;1148
6500000;28.223163;15;98410061;112;Crash;7.2;1149
45000000;31.789029;19;224834564;84;Chicken Run;6.5;1150
20000000;26.396191;9;31327899;105;Machete;6.3;1150
175000000;27.082182;12;173000000;96;Evan Almighty;5.3;1151
150000000;33.769336;9;318502923;103;The Last Airbender;4.7;1151
12000000;47.992817;13;42931041;88;Crank;6.6;1151
80000000;45.589568;6;246984278;100;Grown Ups 2;5.8;1155
78000000;47.436675;16;179265204;110;The League of Extraordinary Gentlemen;5.7;1155
130000000;44.490453;14;211643158;144;Kingdom of Heaven;6.6;1157
100000000;37.698465;9;167805466;98;Unstoppable;6.3;1165
50000000;42.551902;13;132180323;147;Perfume: The Story of a Murderer;7.1;1165
7000000;49.517264;7;48126384;109;End of Watch;7.2;1170
150000000;29.332905;12;287594577;91;Bee Movie;5.7;1171
30000000;50.670253;11;105173115;111;Forgetting Sarah Marshall;6.4;1172
75000000;38.832842;11;200276000;121;Valkyrie;6.7;1173
60000000;42.538258;5;50549107;105;Jack Ryan: Shadow Recruit;5.9;1173
58000000;59.824565;24;352194034;130;GoldenEye;6.6;1174
45000000;42.57877;11;73762516;105;Death Race;6;1175
40000000;41.258956;10;46471023;87;Fantastic Mr. Fox;7.5;1176
60000000;47.336034;12;361366633;92;Alvin and the Chipmunks;5.5;1177
110000000;36.65422;8;563749323;103;The Smurfs;5.5;1179
1800000;38.204158;35;25504513;91;A Nightmare on Elm Street;7.2;1180
35000000;72.774941;4;140795793;125;Trainwreck;5.9;1181
50000000;51.502884;12;32017803;107;Sunshine;7;1182
95000000;31.086791;21;250288523;136;The Mask of Zorro;6.3;1183
6000000;59.961523;55;102272727;139;Mary Poppins;7.4;1183
70000000;48.032734;12;135560026;127;Stardust;7.1;1184
55000000;48.801089;12;70016220;122;3:10 to Yuma;6.9;1188
80000000;36.664991;10;122444772;89;Surrogates;5.9;1195
31000000;47.753598;4;104384188;99;Vacation;6.2;1195
10000000;28.570174;5;28883511;105;Big Eyes;6.8;1196
15000000;34.759855;12;64238440;100;28 Weeks Later;6.5;1197
38000000;46.078371;3;112343513;110;How to Be Single;5.9;1201
37000000;41.569541;15;96455697;98;13 Going on 30;6.3;1204
25000000;33.704181;10;163670000;109;Up in the Air;6.7;1205
6000000;49.802914;33;138530565;120;Platoon;7.5;1205
40000000;47.649554;9;126248813;107;Predators;6;1206
17000000;43.675191;7;127730736;95;The Woman in Black;6.1;1206
15000000;32.306455;7;19422261;110;Seven Psychopaths;6.7;1206
11000000;39.337949;4;62076141;111;Brooklyn;7.2;1213
400000;33.142185;40;100000000;93;Mad Max;6.6;1213
30000000;22.527211;12;219076518;129;Knocked Up;6.2;1214
70000000;42.957216;15;171183863;101;AVP: Alien vs. Predator;5.5;1217
17000000;70.668923;5;136621271;104;Let's Be Cops;6.4;1219
44000000;54.884297;26;368875760;130;The Fugitive;7.2;1220
40000000;41.570047;13;120175290;139;Apocalypto;7.3;1221
37000000;31.941347;11;163720069;96;Burn After Reading;6.5;1222
25000000;34.160448;15;116766556;106;Finding Neverland;7.2;1223
120000000;51.548589;18;186053725;95;Atlantis: The Lost Empire;6.7;1224
